postcode,lsoa,easting,northing,children,hh_with_ch,hh_total,idaci_decile,idaci_score,catchment_2026
BN1 4AH,E01033328,531258,104619,2,3,217,5,0.148,VarndeanStringer
BN1 4AJ,E01033328,531206,104614,1,2,217,5,0.148,VarndeanStringer
BN1 4AL,E01033328,531175,104620,0,1,217,5,0.148,VarndeanStringer
BN1 4AN,E01033328,531161,104636,3,3,217,5,0.148,VarndeanStringer
BN1 4AP,E01033328,531129,104714,3,2,202,5,0.148,VarndeanStringer
BN1 4AQ,E01033328,531149,104692,3,2,202,5,0.148,VarndeanStringer
BN1 4AR,E01033328,531122,104633,3,3,217,5,0.148,VarndeanStringer
BN1 4AS,E01033328,531317,104698,1,0,203,5,0.148,VarndeanStringer
BN1 4AT,E01016969,531090,104632,7,5,149,1,0.798,VarndeanStringer
BN1 4AY,E01033328,531235,104649,4,5,217,5,0.148,VarndeanStringer
BN1 4BH,E01033329,531006,105339,8,5,209,6,0.115,VarndeanStringer
BN1 4BL,E01016972,531446,105454,1,0,99,9,0.04,VarndeanStringer
BN1 4BP,E01033329,531169,104862,1,0,88,6,0.115,VarndeanStringer
BN1 4BW,E01033328,531264,104697,2,1,203,5,0.148,VarndeanStringer
BN1 4DY,E01033329,531196,104861,4,2,88,6,0.115,VarndeanStringer
BN1 4DZ,E01033329,531225,104858,4,2,88,6,0.115,VarndeanStringer
BN1 4EA,E01033329,531031,104791,3,1,88,6,0.115,VarndeanStringer
BN1 4EB,E01033329,531162,104862,1,0,88,6,0.115,VarndeanStringer
BN1 4ED,E01033328,531132,104844,4,2,60,5,0.148,VarndeanStringer
BN1 4EE,E01033328,531072,104789,13,8,202,5,0.148,VarndeanStringer
BN1 4EF,E01033328,531099,104785,9,7,202,5,0.148,VarndeanStringer
BN1 4EG,E01033328,531085,104803,3,2,202,5,0.148,VarndeanStringer
BN1 4EH,E01033328,531155,104805,1,0,60,5,0.148,VarndeanStringer
BN1 4EJ,E01033328,531178,104770,9,5,60,5,0.148,VarndeanStringer
BN1 4EL,E01033328,531201,104774,11,8,202,5,0.148,VarndeanStringer
BN1 4EN,E01016964,531235,104759,1,1,157,2,0.27,VarndeanStringer
BN1 4EP,E01016964,531256,104760,2,1,157,2,0.27,VarndeanStringer
BN1 4EQ,E01016964,531303,104816,2,2,157,2,0.27,VarndeanStringer
BN1 4ER,E01016964,531310,104834,3,2,100,2,0.27,VarndeanStringer
BN1 4ET,E01016964,531312,104765,5,3,157,2,0.27,VarndeanStringer
BN1 4EU,E01016964,531374,104772,2,2,157,2,0.27,VarndeanStringer
BN1 4EW,E01016964,531310,104727,9,5,157,2,0.27,VarndeanStringer
BN1 4EZ,E01016964,531281,104803,2,1,157,2,0.27,VarndeanStringer
BN1 4FA,E01016964,531305,104846,3,2,100,2,0.27,VarndeanStringer
BN1 4FB,E01016964,531375,104840,1,1,100,2,0.27,VarndeanStringer
BN1 4FE,E01016964,531213,104909,6,5,100,2,0.27,VarndeanStringer
BN1 4FL,E01016964,531213,104909,4,3,100,2,0.27,VarndeanStringer
BN1 4FN,E01016964,531213,104909,1,1,100,2,0.27,VarndeanStringer
BN1 4FT,E01033329,531126,104870,2,1,88,6,0.115,VarndeanStringer
BN1 4GA,E01033328,531397,104731,3,3,203,5,0.148,VarndeanStringer
BN1 4GB,E01016964,531396,104775,2,2,157,2,0.27,VarndeanStringer
BN1 4GD,E01016964,531220,104952,2,1,100,2,0.27,VarndeanStringer
BN1 4GE,E01016964,531291,105188,5,3,154,2,0.27,VarndeanStringer
BN1 4GF,E01016964,531182,105352,2,2,149,2,0.27,VarndeanStringer
BN1 4GG,E01016937,531011,105433,6,5,148,2,0.285,VarndeanStringer
BN1 4GJ,E01033329,531190,105050,10,7,114,6,0.115,VarndeanStringer
BN1 4GN,E01016964,531224,105239,5,4,171,2,0.27,VarndeanStringer
BN1 4GP,E01016964,531278,105080,3,1,171,2,0.27,VarndeanStringer
BN1 4GQ,E01033329,531193,105177,11,7,99,6,0.115,VarndeanStringer
BN1 4GR,E01016964,531289,105052,6,3,100,2,0.27,VarndeanStringer
BN1 4GS,E01033329,531152,105113,13,9,114,6,0.115,VarndeanStringer
BN1 4GT,E01016964,531262,105039,8,2,100,2,0.27,VarndeanStringer
BN1 4GU,E01016964,531388,104890,4,3,154,2,0.27,VarndeanStringer
BN1 4GW,E01016964,531054,105411,4,3,171,2,0.27,VarndeanStringer
BN1 4GX,E01033329,531212,105065,2,1,114,6,0.115,VarndeanStringer
BN1 4GZ,E01033329,531170,105011,3,2,114,6,0.115,VarndeanStringer
BN1 4HA,E01033329,531198,105107,19,17,99,6,0.115,VarndeanStringer
BN1 4HB,E01033329,531110,105084,9,6,209,6,0.115,VarndeanStringer
BN1 4HD,E01033329,531109,105124,12,10,209,6,0.115,VarndeanStringer
BN1 4HH,E01016964,531274,105342,0,0,149,2,0.27,VarndeanStringer
BN1 4HS,E01016964,531406,105344,1,1,127,2,0.27,VarndeanStringer
BN1 4HT,E01016964,531438,105311,6,4,228,2,0.27,VarndeanStringer
BN1 4JA,E01016964,531338,105059,1,0,154,2,0.27,VarndeanStringer
BN1 4JB,E01016964,531316,105183,1,1,154,2,0.27,VarndeanStringer
BN1 4JD,E01016964,531270,105258,2,1,171,2,0.27,VarndeanStringer
BN1 4JE,E01016964,531192,105359,2,1,149,2,0.27,VarndeanStringer
BN1 4JF,E01016964,531266,105326,6,3,149,2,0.27,VarndeanStringer
BN1 4JG,E01016964,531349,105182,1,1,228,2,0.27,VarndeanStringer
BN1 4JH,E01016964,531390,105048,1,0,154,2,0.27,VarndeanStringer
BN1 4JJ,E01016964,531294,105374,5,3,127,2,0.27,VarndeanStringer
BN1 4JL,E01016964,531302,105346,3,3,149,2,0.27,VarndeanStringer
BN1 4JN,E01016964,531411,105234,6,4,228,2,0.27,VarndeanStringer
BN1 4JP,E01016964,531332,105270,2,1,149,2,0.27,VarndeanStringer
BN1 4JQ,E01016964,531143,105421,1,0,171,2,0.27,VarndeanStringer
BN1 4JR,E01016964,531375,105290,4,3,149,2,0.27,VarndeanStringer
BN1 4JU,E01016964,531418,105210,1,1,228,2,0.27,VarndeanStringer
BN1 4JW,E01016964,531434,105298,6,3,228,2,0.27,VarndeanStringer
BN1 4JX,E01016964,531244,105277,0,0,171,2,0.27,VarndeanStringer
BN1 4JY,E01016964,531432,105022,1,1,154,2,0.27,VarndeanStringer
BN1 4JZ,E01016964,531429,105039,1,1,154,2,0.27,VarndeanStringer
BN1 4LA,E01016964,531428,105156,2,1,154,2,0.27,VarndeanStringer
BN1 4LG,E01016964,531364,104934,12,8,100,2,0.27,VarndeanStringer
BN1 4LS,E01033329,531124,105249,10,8,209,6,0.115,VarndeanStringer
BN1 4NB,E01016964,531305,105386,6,3,127,2,0.27,VarndeanStringer
BN1 4ND,E01016964,531317,105408,10,6,149,2,0.27,VarndeanStringer
BN1 4NE,E01016972,531394,105415,11,6,99,9,0.04,VarndeanStringer
BN1 4NF,E01016972,531343,105518,17,10,165,9,0.04,VarndeanStringer
BN1 4NG,E01016972,531310,105643,15,11,140,9,0.04,VarndeanStringer
BN1 4NH,E01016972,531334,105438,18,11,100,9,0.04,VarndeanStringer
BN1 4NJ,E01016972,531253,105458,20,10,100,9,0.04,VarndeanStringer
BN1 4NL,E01016972,531295,105514,9,6,100,9,0.04,VarndeanStringer
BN1 4NN,E01016972,531255,105572,17,9,165,9,0.04,VarndeanStringer
BN1 4NP,E01016972,531278,105547,22,13,165,9,0.04,VarndeanStringer
BN1 4NQ,E01016972,531438,105632,15,12,143,9,0.04,VarndeanStringer
BN1 4NR,E01016970,531464,105659,14,10,164,8,0.064,VarndeanStringer
BN1 4NS,E01016972,531402,105673,15,11,143,9,0.04,VarndeanStringer
BN1 4NT,E01016972,531435,105546,27,18,99,9,0.04,VarndeanStringer
BN1 4NU,E01016972,531262,105627,22,12,142,9,0.04,VarndeanStringer
BN1 4NW,E01016972,531240,105620,19,11,142,9,0.04,VarndeanStringer
BN1 4NX,E01016972,531195,105602,19,11,142,9,0.04,VarndeanStringer
BN1 4PA,E01016937,531081,105743,1,1,161,2,0.285,VarndeanStringer
BN1 4PD,E01016964,531446,105354,1,0,127,2,0.27,VarndeanStringer
BN1 4QA,E01016936,530929,105490,9,5,149,8,0.072,VarndeanStringer
BN1 4QB,E01016936,530968,105481,8,4,149,8,0.072,VarndeanStringer
BN1 4QD,E01016936,530995,105495,15,8,149,8,0.072,VarndeanStringer
BN1 4QE,E01016937,531039,105522,8,6,148,2,0.285,VarndeanStringer
BN1 4QF,E01016937,531073,105536,8,4,148,2,0.285,VarndeanStringer
BN1 4QG,E01016937,530940,105617,6,4,169,2,0.285,VarndeanStringer
BN1 4QH,E01016937,531110,105566,16,7,161,2,0.285,VarndeanStringer
BN1 4QJ,E01016937,531071,105700,4,2,161,2,0.285,VarndeanStringer
BN1 4QL,E01016937,531039,105638,10,5,161,2,0.285,VarndeanStringer
BN1 4QN,E01016937,531158,105677,11,6,161,2,0.285,VarndeanStringer
BN1 4QP,E01016937,531262,105714,12,7,153,2,0.285,VarndeanStringer
BN1 4QQ,E01016937,531378,105753,9,7,153,2,0.285,VarndeanStringer
BN1 4QR,E01016937,531462,105782,11,7,153,2,0.285,VarndeanStringer
BN1 4QS,E01016937,531305,105755,3,2,153,2,0.285,VarndeanStringer
BN1 4QT,E01016937,530945,105578,1,0,169,2,0.285,VarndeanStringer
BN1 4RR,E01016964,531345,104745,2,3,157,2,0.27,VarndeanStringer
BN1 4SA,E01016964,531434,104988,1,1,154,2,0.27,VarndeanStringer
BN1 4SB,E01016964,531455,105082,5,3,154,2,0.27,VarndeanStringer
BN1 4SD,E01016964,531469,105214,4,4,228,2,0.27,VarndeanStringer
BN1 4SE,E01016970,531494,105587,20,14,164,8,0.064,VarndeanStringer
BN1 4SF,E01016964,531502,105310,4,2,228,2,0.27,VarndeanStringer
BN1 4SG,E01016970,531538,105721,19,10,164,8,0.064,VarndeanStringer
BN1 4SU,E01016970,531506,105708,7,6,127,8,0.064,VarndeanStringer
BN1 4TA,E01016969,531010,104652,7,6,149,1,0.798,VarndeanStringer
BN1 4TB,E01016969,531025,104658,5,4,149,1,0.798,VarndeanStringer
BN1 4UB,E01016937,531070,105454,1,1,148,2,0.285,VarndeanStringer
BN1 4UD,E01033328,531393,104668,2,2,203,5,0.148,VarndeanStringer
BN1 4UJ,E01016969,530989,104660,1,1,149,1,0.798,VarndeanStringer
BN1 4UN,E01016964,531233,105277,1,1,171,2,0.27,VarndeanStringer
BN1 4UP,E01016964,531256,104856,1,0,100,2,0.27,VarndeanStringer
BN1 4ZB,E01033329,531139,105204,1,1,89,6,0.115,VarndeanStringer
BN1 4ZD,E01033329,531139,105204,1,1,89,6,0.115,VarndeanStringer
BN1 4ZH,E01016964,531421,105170,1,1,154,2,0.27,VarndeanStringer
BN1 4ZJ,E01016964,531413,105189,11,8,228,2,0.27,VarndeanStringer
BN1 4ZL,E01016964,531461,105232,1,1,228,2,0.27,VarndeanStringer
BN1 5AA,E01016935,530139,105818,15,11,154,6,0.113,VarndeanStringer
BN1 5AB,E01016935,530203,105798,15,11,154,6,0.113,VarndeanStringer
BN1 5AD,E01016935,530226,105843,12,8,154,6,0.113,VarndeanStringer
BN1 5AE,E01017005,529877,106169,26,15,136,9,0.049,VarndeanStringer
BN1 5AF,E01017005,529818,106372,9,4,120,9,0.049,VarndeanStringer
BN1 5AG,E01017005,529873,106286,19,11,136,9,0.049,VarndeanStringer
BN1 5AH,E01017006,529949,106181,19,11,99,7,0.097,VarndeanStringer
BN1 5AJ,E01017006,530019,106081,19,11,99,7,0.097,VarndeanStringer
BN1 5AL,E01017005,529962,106212,38,26,136,9,0.049,VarndeanStringer
BN1 5AN,E01017005,529995,106217,31,18,129,9,0.049,VarndeanStringer
BN1 5AP,E01017005,530016,106256,15,11,129,9,0.049,VarndeanStringer
BN1 5AQ,E01017006,530030,106281,13,7,151,7,0.097,VarndeanStringer
BN1 5AR,E01017006,529952,106105,2,1,99,7,0.097,VarndeanStringer
BN1 5AW,E01016935,530261,105860,4,4,154,6,0.113,VarndeanStringer
BN1 5AX,E01016935,530276,105868,5,5,132,6,0.113,VarndeanStringer
BN1 5AZ,E01017000,529835,107906,6,6,231,7,0.079,Patcham
BN1 5BA,E01017005,529739,106396,7,4,169,9,0.049,VarndeanStringer
BN1 5BB,E01017002,529679,106639,13,6,98,8,0.072,VarndeanStringer
BN1 5BD,E01017005,529714,106660,26,17,150,9,0.049,VarndeanStringer
BN1 5BE,E01017005,529738,106678,28,15,150,9,0.049,VarndeanStringer
BN1 5BF,E01017005,529788,106518,25,16,169,9,0.049,VarndeanStringer
BN1 5BG,E01017005,529768,106688,14,7,150,9,0.049,VarndeanStringer
BN1 5BH,E01017005,529795,106711,13,7,150,9,0.049,VarndeanStringer
BN1 5BJ,E01017002,529650,106919,2,2,98,8,0.072,VarndeanStringer
BN1 5BL,E01017002,529711,107052,25,13,146,8,0.072,VarndeanStringer
BN1 5BN,E01017002,529816,107201,4,1,146,8,0.072,VarndeanStringer
BN1 5BP,E01017002,529753,107296,7,4,146,8,0.072,VarndeanStringer
BN1 5BQ,E01016999,529119,108092,14,10,112,9,0.051,Patcham
BN1 5BS,E01017002,529748,107199,3,2,146,8,0.072,VarndeanStringer
BN1 5DA,E01016938,530362,105530,5,3,171,7,0.079,VarndeanStringer
BN1 5DB,E01016938,530378,105568,33,19,118,7,0.079,VarndeanStringer
BN1 5DD,E01016938,530644,105398,10,7,115,7,0.079,VarndeanStringer
BN1 5DE,E01016936,530466,105491,21,14,121,8,0.072,VarndeanStringer
BN1 5DF,E01016936,530501,105579,26,15,121,8,0.072,VarndeanStringer
BN1 5DG,E01016936,530502,105506,34,18,121,8,0.072,VarndeanStringer
BN1 5DH,E01016938,530560,105504,15,12,118,7,0.079,VarndeanStringer
BN1 5DJ,E01016938,530586,105475,22,17,118,7,0.079,VarndeanStringer
BN1 5DL,E01016936,530678,105490,26,18,144,8,0.072,VarndeanStringer
BN1 5DN,E01016936,530657,105475,12,7,144,8,0.072,VarndeanStringer
BN1 5DP,E01016936,530646,105425,17,11,144,8,0.072,VarndeanStringer
BN1 5DQ,E01016938,530639,105364,6,4,115,7,0.079,VarndeanStringer
BN1 5DR,E01016936,530595,105597,2,2,144,8,0.072,VarndeanStringer
BN1 5DS,E01016938,530304,105635,2,1,118,7,0.079,VarndeanStringer
BN1 5DT,E01016938,530320,105614,2,1,171,7,0.079,VarndeanStringer
BN1 5DU,E01016938,530302,105646,4,2,118,7,0.079,VarndeanStringer
BN1 5EB,E01017000,529787,107896,13,7,118,7,0.079,Patcham
BN1 5ED,E01016998,529682,108099,20,12,112,10,0.028,Patcham
BN1 5EE,E01016998,529707,108201,22,13,109,10,0.028,Patcham
BN1 5EF,E01016998,529839,108261,18,10,109,10,0.028,Patcham
BN1 5EG,E01016998,529847,108097,10,7,109,10,0.028,Patcham
BN1 5EH,E01016998,529870,108322,21,10,110,10,0.028,Patcham
BN1 5EJ,E01016998,529820,108542,10,5,110,10,0.028,Patcham
BN1 5EL,E01016998,529781,108538,10,6,110,10,0.028,Patcham
BN1 5EN,E01016998,529787,108406,2,1,110,10,0.028,Patcham
BN1 5EP,E01016998,529698,108515,21,12,139,10,0.028,Patcham
BN1 5EQ,E01016998,529793,108314,13,6,109,10,0.028,Patcham
BN1 5ER,E01016998,529659,108492,15,9,139,10,0.028,Patcham
BN1 5ES,E01017000,529838,108022,6,4,118,7,0.079,Patcham
BN1 5FA,E01017000,529511,107765,26,16,120,7,0.079,Patcham
BN1 5FB,E01017000,529360,107778,7,3,120,7,0.079,Patcham
BN1 5FD,E01017000,529304,107844,18,11,120,7,0.079,Patcham
BN1 5FE,E01017000,529254,107789,13,8,117,7,0.079,Patcham
BN1 5FF,E01016999,529082,107918,21,12,112,9,0.051,Patcham
BN1 5FG,E01016999,528986,107895,11,6,110,9,0.051,Patcham
BN1 5FH,E01016999,529097,108030,22,13,112,9,0.051,Patcham
BN1 5FJ,E01016999,529227,108064,5,3,112,9,0.051,Patcham
BN1 5FL,E01017000,529383,107969,31,16,120,7,0.079,Patcham
BN1 5FN,E01016998,529379,108106,15,9,112,10,0.028,Patcham
BN1 5FP,E01016998,529388,108048,24,13,112,10,0.028,Patcham
BN1 5FQ,E01016999,528988,107943,1,1,112,9,0.051,Patcham
BN1 5FR,E01016998,529485,108037,3,3,112,10,0.028,Patcham
BN1 5FS,E01017000,529546,107831,1,1,118,7,0.079,Patcham
BN1 5GA,E01016998,529743,108252,24,12,109,10,0.028,Patcham
BN1 5GB,E01016998,529502,108374,34,19,116,10,0.028,Patcham
BN1 5GD,E01016998,529214,108430,18,11,116,10,0.028,Patcham
BN1 5GE,E01016998,529463,108441,23,14,116,10,0.028,Patcham
BN1 5GF,E01016998,529494,108469,21,13,139,10,0.028,Patcham
BN1 5GG,E01016999,529313,108367,5,2,112,9,0.051,Patcham
BN1 5GH,E01016999,529352,108212,24,12,112,9,0.051,Patcham
BN1 5GJ,E01016999,529404,108218,19,12,112,9,0.051,Patcham
BN1 5GL,E01016998,529545,108070,19,11,112,10,0.028,Patcham
BN1 5GN,E01016999,529472,108335,14,10,112,9,0.051,Patcham
BN1 5GP,E01016999,529329,108339,3,2,112,9,0.051,Patcham
BN1 5GQ,E01016999,529498,108175,3,2,112,9,0.051,Patcham
BN1 5GR,E01016999,529528,108179,2,2,112,9,0.051,Patcham
BN1 5HA,E01016999,529140,108210,10,7,138,9,0.051,Patcham
BN1 5HB,E01016999,529154,108263,8,6,138,9,0.051,Patcham
BN1 5HD,E01016999,529098,108436,9,5,138,9,0.051,Patcham
BN1 5HE,E01016999,529194,108304,16,9,138,9,0.051,Patcham
BN1 5HF,E01016999,529251,108266,19,12,138,9,0.051,Patcham
BN1 5HG,E01016998,529362,108556,9,6,139,10,0.028,Patcham
BN1 5HH,E01016998,529722,108664,12,7,110,10,0.028,Patcham
BN1 5HJ,E01016998,529641,108634,11,7,110,10,0.028,Patcham
BN1 5HL,E01016998,529698,108573,7,3,110,10,0.028,Patcham
BN1 5JB,E01017000,529787,107328,1,0,140,7,0.079,VarndeanStringer
BN1 5JD,E01017000,529643,107652,7,5,118,7,0.079,Patcham
BN1 5JE,E01017000,529249,107757,33,18,117,7,0.079,Patcham
BN1 5JF,E01017002,529452,107536,9,6,102,8,0.072,VarndeanStringer
BN1 5JG,E01017000,529330,107664,18,9,117,7,0.079,VarndeanStringer
BN1 5JH,E01017000,529645,107805,14,9,118,7,0.079,Patcham
BN1 5JJ,E01017000,529693,107890,6,4,118,7,0.079,Patcham
BN1 5JL,E01017002,529243,107598,14,9,102,8,0.072,VarndeanStringer
BN1 5JN,E01017000,529232,107644,16,8,117,7,0.079,VarndeanStringer
BN1 5JP,E01017000,529560,107858,7,6,118,7,0.079,Patcham
BN1 5JS,E01017000,529897,107571,8,8,140,7,0.079,VarndeanStringer
BN1 5JX,E01016999,528693,108029,4,1,110,9,0.051,Patcham
BN1 5LA,E01017002,529616,106863,2,1,98,8,0.072,VarndeanStringer
BN1 5LB,E01017002,529459,107165,5,2,98,8,0.072,VarndeanStringer
BN1 5LD,E01017002,529387,107362,3,2,102,8,0.072,VarndeanStringer
BN1 5LE,E01017002,529186,107511,11,8,102,8,0.072,VarndeanStringer
BN1 5LF,E01016999,528875,107878,2,1,110,9,0.051,Patcham
BN1 5LG,E01016999,528901,108002,12,6,110,9,0.051,Patcham
BN1 5LH,E01016999,528796,107996,7,5,110,9,0.051,Patcham
BN1 5LJ,E01016999,528952,108366,8,6,120,9,0.051,Patcham
BN1 5LL,E01016999,528766,108207,11,6,120,9,0.051,Patcham
BN1 5LN,E01016999,528932,108262,11,6,120,9,0.051,Patcham
BN1 5LP,E01016999,528949,108224,8,5,110,9,0.051,Patcham
BN1 5LQ,E01016999,528845,108204,4,2,120,9,0.051,Patcham
BN1 5LR,E01017002,529607,107031,11,6,98,8,0.072,VarndeanStringer
BN1 5LS,E01017002,529542,107180,7,4,98,8,0.072,VarndeanStringer
BN1 5LT,E01016999,528742,108147,12,8,120,9,0.051,Patcham
BN1 5LU,E01016999,528936,108406,13,8,120,9,0.051,Patcham
BN1 5LW,E01017002,529539,107258,5,3,102,8,0.072,VarndeanStringer
BN1 5LY,E01016999,528712,108099,5,2,110,9,0.051,Patcham
BN1 5NA,E01017002,529813,106766,25,16,146,8,0.072,VarndeanStringer
BN1 5NB,E01017005,529812,106493,29,15,169,9,0.049,VarndeanStringer
BN1 5ND,E01017005,529864,106528,41,28,169,9,0.049,VarndeanStringer
BN1 5NE,E01017005,529832,106608,2,2,150,9,0.049,VarndeanStringer
BN1 5NF,E01017002,529903,106738,10,7,146,8,0.072,VarndeanStringer
BN1 5NG,E01017005,529900,106520,37,25,120,9,0.049,VarndeanStringer
BN1 5NH,E01017006,529928,106445,28,20,118,7,0.097,VarndeanStringer
BN1 5NJ,E01017005,529985,106550,16,12,120,9,0.049,VarndeanStringer
BN1 5NL,E01017006,530015,106449,23,11,135,7,0.097,VarndeanStringer
BN1 5NN,E01017006,529964,106359,5,3,118,7,0.097,VarndeanStringer
BN1 5NP,E01017006,530074,106324,10,7,151,7,0.097,VarndeanStringer
BN1 5NQ,E01017006,530109,106159,22,13,151,7,0.097,VarndeanStringer
BN1 5NR,E01017006,529949,106440,13,11,118,7,0.097,VarndeanStringer
BN1 5PA,E01016938,530313,105549,23,18,171,7,0.079,VarndeanStringer
BN1 5PB,E01016935,530249,105713,3,3,155,6,0.113,VarndeanStringer
BN1 5PD,E01016935,530320,105727,23,13,155,6,0.113,VarndeanStringer
BN1 5PE,E01016938,530383,105606,25,14,132,7,0.079,VarndeanStringer
BN1 5PF,E01016938,530401,105619,25,19,132,7,0.079,VarndeanStringer
BN1 5PG,E01016938,530404,105652,21,12,132,7,0.079,VarndeanStringer
BN1 5PH,E01016935,530416,105679,23,13,155,6,0.113,VarndeanStringer
BN1 5PJ,E01016935,530308,105787,21,11,155,6,0.113,VarndeanStringer
BN1 5PL,E01016935,530323,105879,3,1,155,6,0.113,VarndeanStringer
BN1 5PN,E01016935,530365,105828,24,15,155,6,0.113,VarndeanStringer
BN1 5PP,E01016936,530447,105692,32,16,132,8,0.072,VarndeanStringer
BN1 5PQ,E01016936,530475,105697,30,19,132,8,0.072,VarndeanStringer
BN1 5PR,E01016936,530504,105716,20,13,132,8,0.072,VarndeanStringer
BN1 5PS,E01016935,530210,105966,48,29,132,6,0.113,VarndeanStringer
BN1 5PT,E01017006,530054,106027,12,10,99,7,0.097,VarndeanStringer
BN1 5PU,E01016938,530269,105632,11,9,118,7,0.079,VarndeanStringer
BN1 5PW,E01016936,530404,105827,10,8,132,8,0.072,VarndeanStringer
BN1 5PY,E01016935,530060,105961,5,2,132,6,0.113,VarndeanStringer
BN1 5PZ,E01016935,530188,105984,13,9,154,6,0.113,VarndeanStringer
BN1 5RA,E01017002,529238,107522,2,2,102,8,0.072,VarndeanStringer
BN1 6AA,E01016937,530932,105786,16,14,227,2,0.285,VarndeanStringer
BN1 6AB,E01016937,530957,105811,4,3,227,2,0.285,VarndeanStringer
BN1 6AD,E01016933,530955,105904,17,7,114,7,0.096,VarndeanStringer
BN1 6AE,E01016937,530941,105663,3,2,169,2,0.285,VarndeanStringer
BN1 6AF,E01016936,530662,105816,17,10,215,8,0.072,VarndeanStringer
BN1 6AH,E01016936,530537,105871,2,1,215,8,0.072,VarndeanStringer
BN1 6AJ,E01016936,530728,105698,22,15,215,8,0.072,VarndeanStringer
BN1 6AL,E01016936,530819,105628,6,3,215,8,0.072,VarndeanStringer
BN1 6AN,E01016936,530581,105817,1,1,215,8,0.072,VarndeanStringer
BN1 6AP,E01016935,530356,106008,4,2,109,6,0.113,VarndeanStringer
BN1 6AQ,E01016937,530894,105737,3,3,227,2,0.285,VarndeanStringer
BN1 6AR,E01016937,531328,105815,1,1,164,2,0.285,VarndeanStringer
BN1 6AX,E01016935,530887,105816,3,3,188,6,0.113,VarndeanStringer
BN1 6AY,E01017006,530200,106489,1,1,141,7,0.097,VarndeanStringer
BN1 6AZ,E01016935,530428,105996,6,6,109,6,0.113,VarndeanStringer
BN1 6BB,E01016933,531071,105971,2,1,133,7,0.096,VarndeanStringer
BN1 6BH,E01016935,530385,106034,10,6,109,6,0.113,VarndeanStringer
BN1 6BL,E01016932,531425,106205,2,2,122,9,0.048,VarndeanStringer
BN1 6BQ,E01017004,530184,106768,2,1,159,5,0.135,VarndeanStringer
BN1 6BT,E01016937,530909,105706,18,13,227,2,0.285,VarndeanStringer
BN1 6BY,E01016937,530950,105744,11,8,169,2,0.285,VarndeanStringer
BN1 6BZ,E01016937,531277,105830,8,5,164,2,0.285,VarndeanStringer
BN1 6DA,E01016937,530997,105720,14,10,169,2,0.285,VarndeanStringer
BN1 6DB,E01016937,531002,105770,8,6,169,2,0.285,VarndeanStringer
BN1 6DD,E01016937,531050,105854,6,4,227,2,0.285,VarndeanStringer
BN1 6DE,E01016937,531144,105799,16,11,164,2,0.285,VarndeanStringer
BN1 6DF,E01016932,531197,105852,33,21,122,9,0.048,VarndeanStringer
BN1 6DG,E01016937,531398,105854,10,7,164,2,0.285,VarndeanStringer
BN1 6DH,E01016932,531429,105900,13,5,122,9,0.048,VarndeanStringer
BN1 6DJ,E01016932,531244,105919,37,24,236,9,0.048,VarndeanStringer
BN1 6DL,E01016932,531311,105972,26,16,236,9,0.048,VarndeanStringer
BN1 6DN,E01016937,531027,105805,2,1,227,2,0.285,VarndeanStringer
BN1 6DQ,E01016935,530271,106200,7,4,62,6,0.113,VarndeanStringer
BN1 6DR,E01016935,530225,106197,2,1,109,6,0.113,VarndeanStringer
BN1 6DS,E01016935,530236,106246,11,2,62,6,0.113,VarndeanStringer
BN1 6DT,E01016935,530276,106228,2,1,62,6,0.113,VarndeanStringer
BN1 6DW,E01016933,531008,105978,1,1,133,7,0.096,VarndeanStringer
BN1 6EA,E01016933,531090,106005,5,3,133,7,0.096,VarndeanStringer
BN1 6EB,E01016933,531213,106014,22,12,133,7,0.096,VarndeanStringer
BN1 6ED,E01016932,531424,106029,16,9,236,9,0.048,VarndeanStringer
BN1 6EE,E01016932,531223,106093,17,8,83,9,0.048,VarndeanStringer
BN1 6EF,E01016932,531384,106133,16,9,122,9,0.048,VarndeanStringer
BN1 6EG,E01016932,531348,106024,14,7,236,9,0.048,VarndeanStringer
BN1 6EH,E01016932,531312,106186,23,16,127,9,0.048,VarndeanStringer
BN1 6EJ,E01016932,531400,106184,33,16,122,9,0.048,VarndeanStringer
BN1 6EL,E01016932,531373,106312,22,13,127,9,0.048,VarndeanStringer
BN1 6EN,E01016932,531420,106259,13,7,122,9,0.048,VarndeanStringer
BN1 6EP,E01016932,531408,106322,9,5,127,9,0.048,VarndeanStringer
BN1 6EQ,E01016934,531308,106480,17,9,106,9,0.043,VarndeanStringer
BN1 6EW,E01016940,530846,106621,14,8,71,9,0.042,VarndeanStringer
BN1 6EX,E01016932,531148,105840,2,1,122,9,0.048,VarndeanStringer
BN1 6FA,E01016934,531349,106449,15,8,106,9,0.043,VarndeanStringer
BN1 6FB,E01016934,531203,106246,9,6,93,9,0.043,VarndeanStringer
BN1 6FD,E01016932,531210,106182,7,4,83,9,0.048,VarndeanStringer
BN1 6FE,E01016934,531359,106389,15,7,106,9,0.043,VarndeanStringer
BN1 6FF,E01016934,531182,106326,23,14,103,9,0.043,VarndeanStringer
